0.277,-0.11864,0.277
0.277,-0.10916,0.277
0.277,-0.099687,0.277
0.313,-0.11864,0.313
0.313,-0.10916,0.313
0.313,-0.099687,0.313
0.2393,-0.11864,0.31015
0.2393,-0.10916,0.31015
0.2393,-0.099687,0.31015
0.2704,-0.11864,0.35046
0.2704,-0.10916,0.35046
0.2704,-0.099687,0.35046
0.19768,-0.11864,0.3382
0.19768,-0.10916,0.3382
0.19768,-0.099687,0.3382
0.22337,-0.11864,0.38216
0.22337,-0.10916,0.38216
0.22337,-0.099687,0.38216
0.15281,-0.11864,0.3607
0.15281,-0.10916,0.3607
0.15281,-0.099687,0.3607
0.17267,-0.11864,0.40758
0.17267,-0.10916,0.40758
0.17267,-0.099687,0.40758
0.10543,-0.11864,0.37728
0.10543,-0.10916,0.37728
0.10543,-0.099687,0.37728
0.11913,-0.11864,0.42632
0.11913,-0.10916,0.42632
0.11913,-0.099687,0.42632
0.056315,-0.11864,0.38767
0.056315,-0.10916,0.38767
0.056315,-0.099687,0.38767
0.063634,-0.11864,0.43805
0.063634,-0.10916,0.43805
0.063634,-0.099687,0.43805
0.0062787,-0.11864,0.39169
0.0062787,-0.10916,0.39169
0.0062787,-0.099687,0.39169
0.0070947,-0.11864,0.44259
0.0070947,-0.10916,0.44259
0.0070947,-0.099687,0.44259
-0.043861,-0.11864,0.38927
-0.043861,-0.10916,0.38927
-0.043861,-0.099687,0.38927
-0.049561,-0.11864,0.43987
-0.049561,-0.10916,0.43987
-0.049561,-0.099687,0.43987
-0.09328,-0.11864,0.38047
-0.09328,-0.10916,0.38047
-0.09328,-0.099687,0.38047
-0.1054,-0.11864,0.42992
-0.1054,-0.10916,0.42992
-0.1054,-0.099687,0.42992
-0.14117,-0.11864,0.36542
-0.14117,-0.10916,0.36542
-0.14117,-0.099687,0.36542
-0.15951,-0.11864,0.41291
-0.15951,-0.10916,0.41291
-0.15951,-0.099687,0.41291
-0.18674,-0.11864,0.34437
-0.18674,-0.10916,0.34437
-0.18674,-0.099687,0.34437
-0.21101,-0.11864,0.38912
-0.21101,-0.10916,0.38912
-0.21101,-0.099687,0.38912
-0.22924,-0.11864,0.31766
-0.22924,-0.10916,0.31766
-0.22924,-0.099687,0.31766
-0.25903,-0.11864,0.35894
-0.25903,-0.10916,0.35894
-0.25903,-0.099687,0.35894
-0.26798,-0.11864,0.28574
-0.26798,-0.10916,0.28574
-0.26798,-0.099687,0.28574
-0.30281,-0.11864,0.32287
-0.30281,-0.10916,0.32287
-0.30281,-0.099687,0.32287
-0.30232,-0.11864,0.24912
-0.30232,-0.10916,0.24912
-0.30232,-0.099687,0.24912
-0.34161,-0.11864,0.2815
-0.34161,-0.10916,0.2815
-0.34161,-0.099687,0.2815
-0.33169,-0.11864,0.20842
-0.33169,-0.10916,0.20842
-0.33169,-0.099687,0.20842
-0.3748,-0.11864,0.2355
-0.3748,-0.10916,0.2355
-0.3748,-0.099687,0.2355
-0.35562,-0.11864,0.16429
-0.35562,-0.10916,0.16429
