-0.35562,-0.099687,0.16429
-0.40184,-0.11864,0.18564
-0.40184,-0.10916,0.18564
-0.40184,-0.099687,0.18564
-0.37371,-0.11864,0.11746
-0.37371,-0.10916,0.11746
-0.37371,-0.099687,0.11746
-0.42228,-0.11864,0.13273
-0.42228,-0.10916,0.13273
-0.42228,-0.099687,0.13273
-0.38566,-0.11864,0.068711
-0.38566,-0.10916,0.068711
-0.38566,-0.099687,0.068711
-0.43579,-0.11864,0.077641
-0.43579,-0.10916,0.077641
-0.43579,-0.099687,0.077641
-0.39128,-0.11864,0.01883
-0.39128,-0.10916,0.01883
-0.39128,-0.099687,0.01883
-0.44214,-0.11864,0.021277
-0.44214,-0.10916,0.021277
-0.44214,-0.099687,0.021277
-0.39048,-0.11864,-0.031361
-0.39048,-0.10916,-0.031361
-0.39048,-0.099687,-0.031361
-0.44123,-0.11864,-0.035437
-0.44123,-0.10916,-0.035437
-0.44123,-0.099687,-0.035437
-0.38326,-0.11864,-0.081037
-0.38326,-0.10916,-0.081037
-0.38326,-0.099687,-0.081037
-0.43307,-0.11864,-0.091569
-0.43307,-0.10916,-0.091569
-0.43307,-0.099687,-0.091569
-0.36975,-0.11864,-0.12938
-0.36975,-0.10916,-0.12938
-0.36975,-0.099687,-0.12938
-0.41781,-0.11864,-0.1462
-0.41781,-0.10916,-0.1462
-0.41781,-0.099687,-0.1462
-0.35017,-0.11864,-0.1756
-0.35017,-0.10916,-0.1756
-0.35017,-0.099687,-0.1756
-0.39568,-0.11864,-0.19843
-0.39568,-0.10916,-0.19843
-0.39568,-0.099687,-0.19843
-0.32484,-0.11864,-0.21894
-0.32484,-0.10916,-0.21894
-0.32484,-0.099687,-0.21894
-0.36706,-0.11864,-0.2474
-0.36706,-0.10916,-0.2474
-0.36706,-0.099687,-0.2474
-0.29418,-0.11864,-0.25868
-0.29418,-0.10916,-0.25868
-0.29418,-0.099687,-0.25868
-0.33241,-0.11864,-0.2923
-0.33241,-0.10916,-0.2923
-0.33241,-0.099687,-0.2923
-0.25868,-0.11864,-0.29418
-0.25868,-0.10916,-0.29418
-0.25868,-0.099687,-0.29418
-0.2923,-0.11864,-0.33241
-0.2923,-0.10916,-0.33241
-0.2923,-0.099687,-0.33241
-0.21894,-0.11864,-0.32484
-0.21894,-0.10916,-0.32484
-0.21894,-0.099687,-0.32484
-0.2474,-0.11864,-0.36706
-0.2474,-0.10916,-0.36706
-0.2474,-0.099687,-0.36706
-0.1756,-0.11864,-0.35017
-0.1756,-0.10916,-0.35017
-0.1756,-0.099687,-0.35017
-0.19843,-0.11864,-0.39568
-0.19843,-0.10916,-0.39568
-0.19843,-0.099687,-0.39568
-0.12938,-0.11864,-0.36975
-0.12938,-0.10916,-0.36975
-0.12938,-0.099687,-0.36975
-0.1462,-0.11864,-0.41781
-0.1462,-0.10916,-0.41781
-0.1462,-0.099687,-0.41781
-0.081037,-0.11864,-0.38326
-0.081037,-0.10916,-0.38326
-0.081037,-0.099687,-0.38326
-0.091569,-0.11864,-0.43307
-0.091569,-0.10916,-0.43307
-0.091569,-0.099687,-0.43307
-0.031361,-0.11864,-0.39048
-0.031361,-0.10916,-0.39048
-0.031361,-0.099687,-0.39048
-0.035437,-0.11864,-0.44123
-0.035437,-0.10916,-0.44123
-0.035437,-0.099687,-0.44123
0.01883,-0.11864,-0.39128
0.01883,-0.10916,-0.39128
0.01883,-0.099687,-0.39128
0.021277,-0.11864,-0.44214
0.021277,-0.10916,-0.44214
0.021277,-0.099687,-0.44214
0.068711,-0.11864,-0.38566
0.068711,-0.10916,-0.38566
0.068711,-0.099687,-0.38566
0.077641,-0.11864,-0.43579
0.077641,-0.10916,-0.43579
0.077641,-0.099687,-0.43579
0.11746,-0.11864,-0.37371
0.11746,-0.10916,-0.37371
0.11746,-0.099687,-0.37371
0.13273,-0.11864,-0.42228
0.13273,-0.10916,-0.42228
0.13273,-0.099687,-0.42228
0.16429,-0.11864,-0.35562
0.16429,-0.10916,-0.35562
0.16429,-0.099687,-0.35562
0.18564,-0.11864,-0.40184
0.18564,-0.10916,-0.40184
0.18564,-0.099687,-0.40184
0.20842,-0.11864,-0.33169
0.20842,-0.10916,-0.33169
0.20842,-0.099687,-0.33169
0.2355,-0.11864,-0.3748
0.2355,-0.10916,-0.3748
0.2355,-0.099687,-0.3748
0.24912,-0.11864,-0.30232
0.24912,-0.10916,-0.30232
0.24912,-0.099687,-0.30232
0.2815,-0.11864,-0.34161
0.2815,-0.10916,-0.34161
0.2815,-0.099687,-0.34161
0.28574,-0.11864,-0.26798
0.28574,-0.10916,-0.26798
0.28574,-0.099687,-0.26798
0.32287,-0.11864,-0.30281
0.32287,-0.10916,-0.30281
0.32287,-0.099687,-0.30281
0.31766,-0.11864,-0.22924
0.31766,-0.10916,-0.22924
0.31766,-0.099687,-0.22924
0.35894,-0.11864,-0.25903
0.35894,-0.10916,-0.25903
0.35894,-0.099687,-0.25903
0.34437,-0.11864,-0.18674
0.34437,-0.10916,-0.18674
0.34437,-0.099687,-0.18674
0.38912,-0.11864,-0.21101
0.38912,-0.10916,-0.21101
0.38912,-0.099687,-0.21101
0.36542,-0.11864,-0.14117
0.36542,-0.10916,-0.14117
0.36542,-0.099687,-0.14117
0.41291,-0.11864,-0.15951
0.41291,-0.10916,-0.15951
0.41291,-0.099687,-0.15951
0.38047,-0.11864,-0.09328
0.38047,-0.10916,-0.09328
0.38047,-0.099687,-0.09328
0.42992,-0.11864,-0.1054
0.42992,-0.10916,-0.1054
0.42992,-0.099687,-0.1054
0.38927,-0.11864,-0.043861
0.38927,-0.10916,-0.043861
0.38927,-0.099687,-0.043861
0.43987,-0.11864,-0.049561
0.43987,-0.10916,-0.049561
0.43987,-0.099687,-0.049561
0.39169,-0.11864,0.0062787
0.39169,-0.10916,0.0062787
0.39169,-0.099687,0.0062787
0.44259,-0.11864,0.0070947
0.44259,-0.10916,0.0070947
0.44259,-0.099687,0.0070947
0.38767,-0.11864,0.056315
0.38767,-0.10916,0.056315
0.38767,-0.099687,0.056315
0.43805,-0.11864,0.063634
0.43805,-0.10916,0.063634
0.43805,-0.099687,0.063634
0.37728,-0.11864,0.10543
0.37728,-0.10916,0.10543
0.37728,-0.099687,0.10543
0.42632,-0.11864,0.11913
0.42632,-0.10916,0.11913
0.42632,-0.099687,0.11913
0.3607,-0.11864,0.15281
0.3607,-0.10916,0.15281
0.3607,-0.099687,0.15281
0.40758,-0.11864,0.17267
0.40758,-0.10916,0.17267
0.40758,-0.099687,0.17267
0.3382,-0.11864,0.19768
0.3382,-0.10916,0.19768
0.3382,-0.099687,0.19768
0.38216,-0.11864,0.22337
0.38216,-0.10916,0.22337
0.38216,-0.099687,0.22337
0.31015,-0.11864,0.2393
0.31015,-0.10916,0.2393
0.31015,-0.099687,0.2393
0.35046,-0.11864,0.2704
0.35046,-0.10916,0.2704
0.35046,-0.099687,0.2704
